Index,Developer,Video_Game_Name
109,Home Entertainment Suppliers Pty Ltd,Rugby League 3
110,Fatshark,Escape Dead Island
111,Deep Silver,Escape Dead Island
112,Ubisoft Montreal,Tom Clancy's Splinter Cell: Chaos Theory
113,Ubisoft Milan,Tom Clancy's Splinter Cell: Chaos Theory
114,Ubisoft Entertainment,Tom Clancy's Splinter Cell: Chaos Theory
115,Torus Games,The Croods: Prehistoric Party!
116,D3Publisher,The Croods: Prehistoric Party!
117,Electronic Arts,SimCity 4: Deluxe Edition
118,Aspyr Media,SimCity 4: Deluxe Edition
119,Maxis,SimCity 4: Deluxe Edition
120,Ubisoft Europe,CSI: Dark Motives
121,Powerhead Games,CSI: Dark Motives
122,Electronic Arts,Burnout Paradise: The Ultimate Box
123,Criterion Games,Burnout Paradise: The Ultimate Box
124,Infogrames,Loons: The Fight For Fame
125,Koei,Romance of the Three Kingdoms IX
126,Codemasters,Second Sight
127,Free Radical Design,Second Sight
128,Majesco Entertainment,Totaled!
129,Rage Software,Totaled!
130,Eighting,Bleach: Heat the Soul 3
131,Sony Computer Entertainment,Bleach: Heat the Soul 3
132,Nintendo,Make 10: A Journey of Numbers
133,Harmonix Music Systems,Rock Band Track Pack: Classic Rock
134,MTV Games,Rock Band Track Pack: Classic Rock
135,Codemasters Southam,Operation Flashpoint: Red River
136,Codemasters,Operation Flashpoint: Red River
137,Human Entertainment,Vanguard Bandits
138,Working Designs,Vanguard Bandits
139,2K Sports,MLB Front Office Manager
140,Blue Castle Games,MLB Front Office Manager
141,Lancarse,Lost Heroes
142,Banpresto,Lost Heroes
143,THQ,Vampire Legends: Power of Three
144,DTP Entertainment,Vampire Legends: Power of Three
145,Ubisoft Montreal,Child of Light
146,Ubisoft Entertainment,Child of Light
147,Climax Studios,Silent Hill: Origins
148,Konami,Silent Hill: Origins
149,Ignition Entertainment,Tornado
150,SKonec Entertainment,Tornado
151,Activision,Cut the Rope
152,Frima Studio,Resident Evil: Revelations 2
153,Capcom,Resident Evil: Revelations 2
154,Sony Computer Entertainment,Resident Evil: Revelations 2
155,Infogrames,Taz Wanted
156,WB Games,Taz Wanted
157,Blitz Games,Taz Wanted
158,Nintendo,Disaster: Day of Crisis
159,Monolith Soft,Disaster: Day of Crisis
160,EA Games,Harry Potter and the Sorcerer's Stone
161,Warthog Games,Harry Potter and the Sorcerer's Stone
162,Konami Computer Entertainment Hawaii,McFarlane's Evil Prophecy
163,Konami,McFarlane's Evil Prophecy
164,Marvelous,IA/VT Colorful
165,Nordic Games Publishing,We Sing Rock!
166,Le Cortex,We Sing Rock!
167,BAM! Entertainment,Wallace & Gromit in Project Zoo
168,Frontier Developments,Wallace & Gromit in Project Zoo
169,Kemco,Shadowgate 64: Trials of the Four Towers
170,Infinite Ventures,Shadowgate 64: Trials of the Four Towers
171,Kotobuki Systems,Shadowgate 64: Trials of the Four Towers
172,Banpresto,Super Robot Spirits
173,SouthPeak Interactive,Mia Hamm Soccer 64
174,Silicon Dreams Studios,Mia Hamm Soccer 64
175,DC Studios,Mia Hamm Soccer 64
176,Electronic Arts,John Madden Football
177,Park Place Productions,John Madden Football
178,Tec Toy,John Madden Football
179,Crave Entertainment,Battlezone: Rise of the Black Dogs
180,Climax Group,Battlezone: Rise of the Black Dogs
181,Codemasters,Damnation
182,Blue Omega Entertainment,Damnation
183,Koei,Samurai Warriors
184,Omega Force,Samurai Warriors
185,Alfa System,GunParade Orchestra: Shiro no Shou
186,"Sony Computer Entertainment, Inc. (SCEI)",GunParade Orchestra: Shiro no Shou
187,EA Canada,FIFA Soccer 2004
188,Electronic Arts,FIFA Soccer 2004
189,Bandai Namco Games,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice
190,Banpresto,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice
191,Winkysoft,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice
192,Namco Bandai Games,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice
193,Idea Factory,Record of Agarest War
194,Hyper-Devbox Japan,Record of Agarest War
195,Compile Heart,Record of Agarest War
196,Ghostlight Ltd.,Record of Agarest War
197,Aksys Games,Record of Agarest War
198,Terminal Reality,SNK Arcade Classics Vol. 1
199,SNK Playmore USA,SNK Arcade Classics Vol. 1
200,Ignition Entertainment,SNK Arcade Classics Vol. 1
201,SNK Playmore,SNK Arcade Classics Vol. 1
202,Crave Entertainment,Dave Mirra BMX Challenge
203,505 Games,Dave Mirra BMX Challenge
204,Oxygen Interactive Software,Dave Mirra BMX Challenge
205,Left Field Productions,Dave Mirra BMX Challenge
206,Ubisoft Shanghai,Rayman 3: Hoodlum Havoc
207,Ubisoft Montpellier,Rayman 3: Hoodlum Havoc
208,Feral Interactive,Rayman 3: Hoodlum Havoc
209,Zonic Limited,Rayman 3: Hoodlum Havoc
210,Robomodo,Tony Hawk's Pro Skater 5
211,Activision,Tony Hawk's Pro Skater 5
212,Disruptive Games,Tony Hawk's Pro Skater 5
213,Namco Tales Studio,Tales of Rebirth
214,Namco,Tales of Rebirth
215,Namco Bandai Games,Tales of Rebirth
216,Gathering of Developers,The Guy Game
217,Top Heavy Studios,The Guy Game
218,Disney Interactive Studios,Fantasia: Music Evolved
219,Harmonix Music Systems,Fantasia: Music Evolved
220,SUNSOFT,Tecmo's Deception
221,Koei Tecmo Games,Tecmo's Deception
222,Tecmo,Tecmo's Deception
223,"G-artists, Production I.G, Inc.",Ghost in the Shell: Stand Alone Complex
224,"Sony Computer Entertainment, Inc. (SCEI)",Ghost in the Shell: Stand Alone Complex
225,Bandai,Ghost in the Shell: Stand Alone Complex
226,Sunrise Interactive,G-Saviour
227,Ubisoft Entertainment,Open Season
228,Majesco Entertainment,Drake of the 99 Dragons
229,Idol FX,Drake of the 99 Dragons
230,Crave Entertainment,Dave Mirra BMX Challenge
231,505 Games,Dave Mirra BMX Challenge
232,Oxygen Interactive Software,Dave Mirra BMX Challenge
233,Left Field Productions,Dave Mirra BMX Challenge
234,Arc System Works,BlazBlue: Chrono Phantasma
235,Aksys Games,BlazBlue: Chrono Phantasma
236,Koei,Crimson Sea 2
237,Toybox Inc.,Tokyo Twilight Ghost Hunters
238,Aksys Games,Tokyo Twilight Ghost Hunters
239,Arc System Works,Tokyo Twilight Ghost Hunters
240,NIS America,Tokyo Twilight Ghost Hunters
241,Dimps,Saint Seiya: Brave Soldiers
242,Bandai Namco Games,Saint Seiya: Brave Soldiers
243,Namco Bandai Games,Saint Seiya: Brave Soldiers
244,D3 Publisher,Earth Defense Force 2: Invaders from Planet Space
245,XSEED Games,Earth Defense Force 2: Invaders from Planet Space
246,PQube,Earth Defense Force 2: Invaders from Planet Space
247,Sandlot,Earth Defense Force 2: Invaders from Planet Space
248,Klein Computer Entertainment,Earth Defense Force 2: Invaders from Planet Space
249,Namco Bandai Games,Digimon World Championship
250,Epics,Digimon World Championship
251,Mud Duck Productions,AMF Bowling Pinbusters!
252,Atomic Planet Entertainment,AMF Bowling Pinbusters!
253,Vir2L Studios,AMF Bowling Pinbusters!
254,Bethesda Softworks,AMF Bowling Pinbusters!
255,Working Designs,RayStorm
256,Taito,RayStorm
257,Disney Interactive,Disney's Winnie the Pooh's Rumbly Tumbly Adventure
258,Phoenix Games Studios,Disney's Winnie the Pooh's Rumbly Tumbly Adventure
259,Omega Force,Dynasty Warriors 8: Empires
260,Koei Tecmo,Dynasty Warriors 8: Empires
261,Koei,Dynasty Warriors 8: Empires
262,Supersonic Software,Circuit Breakers
263,Mindscape,Circuit Breakers
264,49Games,Winter Sports 2011
265,DTP Entertainment,Winter Sports 2011
266,Argonaut Games,Catwoman
267,Electronic Arts UK,Catwoman
268,Electronic Arts,Catwoman
269,Koei,Colosseum: Road to Freedom
270,"GOSHOW, Inc.",Colosseum: Road to Freedom
271,Namco Bandai Games,Tank! Tank! Tank!
272,Sega,Football Manager 2010
273,Sports Interactive,Football Manager 2010
274,Konami,Target: Terror
275,Levithan Games,Target: Terror
276,Raw Thrills,Target: Terror
277,Compile Heart,Mugen Souls Z
278,NIS America,Mugen Souls Z
279,Konami,BeatMania
280,Konami Digital Entertainment,BeatMania
281,Aksys Games,Guilty Gear Xrd -Revelator-
282,Arc System Works,Guilty Gear Xrd -Revelator-
283,Namco,Real Time Conflict: Shogun Empires
284,The Creative Assembly,Spartan: Total Warrior
285,Sega,Spartan: Total Warrior
286,Aspyr Media,Pitfall: The Lost Expedition
287,Edge of Reality,Pitfall: The Lost Expedition
288,Beenox,Pitfall: The Lost Expedition
289,Activision,Pitfall: The Lost Expedition
290,Probe Entertainment,Fantastic Four
291,Acclaim Entertainment,Fantastic Four
292,Ubisoft US,Petz: Hamsterz Bunch
293,Alchemist,Higurashi no Naku Koro ni Matsuri: Kakera Asobi
294,07th Expansion,Higurashi no Naku Koro ni Matsuri: Kakera Asobi
295,Atlus,River City Ransom EX
296,Million,River City Ransom EX
297,Traveller's Tales,Bionicle Heroes
298,Eidos Interactive,Bionicle Heroes
299,Konami,Ant Nation
300,Kouyousha,Ant Nation
301,Microsoft Game Studios,Fable: The Lost Chapters
302,Lionhead Studios,Fable: The Lost Chapters
303,Feral Interactive,Fable: The Lost Chapters
304,Big Blue Box,Fable: The Lost Chapters
305,Robosoft Technologies,Fable: The Lost Chapters
306,Sega,Crazy Taxi 2
307,Hitmaker,Crazy Taxi 2
308,Maxis,The Sims 2: Seasons
309,Aspyr Media,The Sims 2: Seasons
310,Electronic Arts,The Sims 2: Seasons
311,Nintendo,Famicom Mini: Wrecking Crew
312,Kadokawa Shoten,Suzumiya Haruhi no Gekidou
313,DropWave,Suzumiya Haruhi no Gekidou
314,Lancarse,Lost Heroes 2
315,Bandai Namco Games,Lost Heroes 2
316,505 Games,Heavenly Guardian
317,UFO Interactive Software,Heavenly Guardian
318,Starfish SD,Heavenly Guardian
319,Koei,Dynasty Warriors DS: Fighter's Battle
320,Omega Force,Dynasty Warriors DS: Fighter's Battle
321,Frogwares,The Testament of Sherlock Holmes
322,Spiders,The Testament of Sherlock Holmes
323,Atlus,The Testament of Sherlock Holmes
324,Focus Entertainment,The Testament of Sherlock Holmes
325,Sandlot,Robot Alchemic Drive
326,Enix Corporation,Robot Alchemic Drive
327,Lionsgate,Alpha and Omega
328,Storm City Games,Alpha and Omega
329,ZeroDiv,Ken to Mahou to Gakuen Mono. 3
330,ACQUIRE Corp.,Ken to Mahou to Gakuen Mono. 3
331,Human Soft,Tomb Raider: Legend
332,Eidos Interactive,Tomb Raider: Legend
333,JV Games,Warhammer: Battle For Atluma
334,Namco Bandai Games,Warhammer: Battle For Atluma
335,Eidos Interactive,Operation: Vietnam
336,Riverhillsoft,OverBlood 2
337,Enterbrain,Fighter Maker 2
338,Sony Computer Entertainment,Lifeline
339,Konami,Lifeline
340,Namco,Dragon Valor
341,Atlus,Tokyo Beat Down
342,Tamsoft,Tokyo Beat Down
343,EA Sports,NHL 2005
344,EA Black Box,NHL 2005
345,Midway,Midway Arcade Treasures 3
346,Microsoft Game Studios,Microsoft Flight Simulator 2004: A Century of Flight
347,Konami,Firefighter F.D.18
348,Metro 3D,Anubis II
349,Conspiracy Entertainment,Anubis II
350,Data Design Interactive,Anubis II
351,Daedalic Entertainment,Goodbye Deponia
352,THQ Nordic,Legend of Kay
353,Kaiko,Legend of Kay
354,Nordic Games Group,Legend of Kay
355,Papaya Studio,Cartoon Network: Punch Time Explosion XL
356,"Little Orbit, LLC",Cartoon Network: Punch Time Explosion XL
357,Deep Silver,Cartoon Network: Punch Time Explosion XL
358,The Adventure Company,The Book of Unwritten Tales 2
359,Nordic Games Publishing,The Book of Unwritten Tales 2
360,Nordic Games Group,The Book of Unwritten Tales 2
361,King Art,The Book of Unwritten Tales 2
362,THQ Nordic,The Book of Unwritten Tales 2
363,Capcom,Mega Man X4
364,Sony Computer Entertainment,Mega Man X4
365,Red Mile Entertainment,Jackass the Game DS
366,Konami,Power Pro GB
367,Universomo,Beat City
368,THQ,Beat City
369,Bandai Namco Entertainment,Inversion
370,Saber Interactive,Inversion
371,Amedio,The Putter Golf
372,D3Publisher,The Putter Golf
373,Agetec,The Putter Golf
374,Eighting,Ultimate Marvel vs. Capcom 3
375,Capcom,Ultimate Marvel vs. Capcom 3
376,BAM! Entertainment,The Powerpuff Girls: Relish Rampage
377,VIS Entertainment,The Powerpuff Girls: Relish Rampage
378,3DO,Army Men: RTS
379,Pandemic Studios,Army Men: RTS
380,Starfish,Classic Action: Devilish
381,UFO Interactive Games,Classic Action: Devilish
382,Hudson Soft,Zettai Onkan Otoda Master
383,Climax Studios,Assassin's Creed Chronicles
384,Ubisoft Entertainment,Assassin's Creed Chronicles
385,Microsoft Game Studios,Xbox Live Arcade Unplugged Volume 1
386,2K Sports,Major League Baseball 2K10
387,Visual Concepts,Major League Baseball 2K10
388,Take-Two Interactive,Major League Baseball 2K10
389,Beam Software,Norse by Norsewest: The Return of the Lost Vikings
390,Interplay Entertainment,Norse by Norsewest: The Return of the Lost Vikings
391,Activision,N+
392,Torus Games,N+
393,DreamCatcher Interactive,Obscure
394,Hydravision Entertainment,Obscure
395,MC2-Microïds,Obscure
396,Mighty Rocket Studios,Obscure
397,Sega,Sega Soccer Slam
398,Black Box Games,Sega Soccer Slam
399,Vic Tokai,DefCon 5
400,Millennium Interactive,DefCon 5
401,Atlus,Deep Labyrinth
402,Interactive Brains,Deep Labyrinth
403,Electronic Arts,Spawn: Armageddon
404,Namco,Spawn: Armageddon
405,Point of View,Spawn: Armageddon
406,Clover Studio,God Hand
407,Capcom,God Hand
408,Acclaim Entertainment,Legends of Wrestling II
409,SNK Playmore,Fatal Fury: Battle Archives Volume 2
410,SNK,Fatal Fury: Battle Archives Volume 2
411,Universal Interactive Studios,Jurassic Park: Operation Genesis
412,Konami,Jurassic Park: Operation Genesis
413,Blue Tongue Entertainment,Jurassic Park: Operation Genesis
414,Exient Entertainment,FIFA Soccer 06
415,Electronic Arts,FIFA Soccer 06
416,Midway Games,RedCard 20-03
417,Point of View,RedCard 20-03
418,Zed Two,Future Tactics: The Uprising
419,JoWooD Productions Software,Future Tactics: The Uprising
420,Crave Entertainment,Future Tactics: The Uprising
421,Reflections Interactive,Driver: Parallel Lines
422,"Atari, Inc.",Driver: Parallel Lines
423,THQ,everGirl
424,Artificial Mind & Movement,everGirl
425,Witchcraft Inc.,Heroes Phantasia
426,Bandai Namco Games,Heroes Phantasia
427,Namco Bandai Games,Heroes Phantasia
428,Ubisoft Montreal,Batman: Rise of Sin Tzu
429,Ubisoft Entertainment,Batman: Rise of Sin Tzu
430,Focus Entertainment,Sherlock Holmes: Crimes & Punishments
431,Frogwares,Sherlock Holmes: Crimes & Punishments
432,Maximum Games,Sherlock Holmes: Crimes & Punishments
433,Artdink,Dragon Ball Z: Battle of Z
434,Bandai Namco Entertainment,Dragon Ball Z: Battle of Z
435,Synetic,World Racing
436,Mercenary Technology,Resident Evil 5
437,Capcom,Resident Evil 5
438,K2,Resident Evil 5
439,Activision,X-Men: The Official Game
440,WayForward Technologies,X-Men: The Official Game
441,Activision,Generator Rex: Agent of Providence
442,EA Los Angeles,Command & Conquer 3: Tiberium Wars
443,TransGaming Technologies,Command & Conquer 3: Tiberium Wars
444,Electronic Arts,Command & Conquer 3: Tiberium Wars
445,Koei Tecmo Games,Winning Post 7 2010
446,Activision Publishing,Build-A-Bear Workshop: Friendship Valley
447,The Game Factory,Build-A-Bear Workshop: Friendship Valley
448,Neko Entertainment,Build-A-Bear Workshop: Friendship Valley
449,Smack Down Productions,Build-A-Bear Workshop: Friendship Valley
450,Empire Interactive,Pipe Mania
451,Omega Force,Destrega
452,Koei,Destrega
453,Sony Computer Entertainment,Destrega
454,Ubisoft Montpellier,Rayman Arena
455,SuperVillain Studios,Order Up!!
456,Zoo Games,Order Up!!
457,Funbox Media,Order Up!!
458,Chillingo,Order Up!!
459,SNK Playmore,The King of Fighters 02/03
460,SNK,The King of Fighters 02/03
461,Kalypso Media,Port Royale 3
462,Gaming Minds Studios,Port Royale 3
463,Kalypso Media,Port Royale 3
464,Gaming Minds Studios,Port Royale 3
465,The 3DO Company,Army Men: Green Rogue
466,Sony Computer Entertainment,Sly 2: Band of Thieves
467,Sanzaru Games,Sly 2: Band of Thieves
468,Sucker Punch Productions,Sly 2: Band of Thieves
469,FromSoftware,Armored Core: Nine Breaker
470,Agetec,Armored Core: Nine Breaker
471,Headup Games,Terraria
472,Re-Logic,Terraria
473,Pipeworks Studio,Terraria
474,DR Studios,Terraria
475,Codeglue,Terraria
476,505 Games,Terraria
477,Engine Software,Terraria
478,Zoo Digital,Cabela's Big Game Hunter 2005 Adventures
479,FUN Labs,Cabela's Big Game Hunter 2005 Adventures
480,Torus Games,Cabela's Big Game Hunter 2005 Adventures
481,Sand Grain Studios,Cabela's Big Game Hunter 2005 Adventures
482,Magic Wand Productions,Cabela's Big Game Hunter 2005 Adventures
483,Activision Value,Cabela's Big Game Hunter 2005 Adventures
484,Zonic Limited,Worms 3D
485,Sega,Worms 3D
486,Feral Interactive,Worms 3D
487,Team17,Worms 3D
488,Arc System Works,BlazBlue: Chrono Phantasma Extend
489,Aksys Games,BlazBlue: Chrono Phantasma Extend
490,Propaganda Games,TRON: Evolution
491,GameStar,TRON: Evolution
492,Iron Galaxy Studios,TRON: Evolution
493,Disney Interactive Studios,TRON: Evolution
494,Vicious Cycle Software,Pac-Man and the Ghostly Adventures 2
495,Bandai Namco Entertainment,Pac-Man and the Ghostly Adventures 2
496,Monkey Bar Games,Pac-Man and the Ghostly Adventures 2
497,FromSoftware,Dark Souls
498,Bandai Namco Entertainment,Dark Souls
499,Nippon Ichi Software,The Guided Fate Paradox
500,NIS America,The Guided Fate Paradox
501,Konami,Karaoke Revolution Party
502,Harmonix Music Systems,Karaoke Revolution Party
503,THQ,Alex Rider: Stormbreaker
504,Razorback Developments,Alex Rider: Stormbreaker
505,Altron,Alex Rider: Stormbreaker
506,Atomic Planet Entertainment,Carol Vorderman's Sudoku
507,Eidos Interactive,Carol Vorderman's Sudoku
508,Midway Games,Pandemonium 2
509,BMG Interactive,Pandemonium 2
510,Bandai,Pandemonium 2
511,Virgin Interactive Entertainment (Europe) Ltd.,Pandemonium 2
512,Crystal Dynamics,Pandemonium 2
513,Square Enix,Pandemonium 2
514,Toys for Bob,Pandemonium 2
515,Sony Computer Entertainment,WipEout HD Fury
516,SCE Studio Liverpool,WipEout HD Fury
517,Interplay,Fallout: Brotherhood of Steel
518,Little Orbit,Penguins of Madagascar
519,Torus Games,Penguins of Madagascar
520,Happinet Corporation,12-Sai. Honto no Kimochi
521,Grasshopper Manufacture,"Flower, Sun, and Rain"
522,h.a.n.d. Inc.,"Flower, Sun, and Rain"
523,Marvelous Entertainment,"Flower, Sun, and Rain"
524,Rising Star Games,"Flower, Sun, and Rain"
525,XSEED Games,"Flower, Sun, and Rain"
526,Treasure,Gunstar Super Heroes
527,Sega,Gunstar Super Heroes
528,Appaloosa Interactive,C: The Contra Adventure
529,Konami,C: The Contra Adventure
530,Konami,Frogger Advance: The Great Quest
531,Konami Computer Entertainment Tokyo,Frogger Advance: The Great Quest
532,Focus Entertainment,Cities XL 2012
533,Sega,Worms Forts: Under Siege
534,Team17,Worms Forts: Under Siege
535,Altron,Pocky & Rocky with Becky
536,Natsume Inc.,Pocky & Rocky with Becky
537,Brash Entertainment,The Tale of Despereaux
538,THQ,Full Spectrum Warrior: Ten Hammers
539,Mass Media Inc,Full Spectrum Warrior: Ten Hammers
540,Pandemic Studios,Full Spectrum Warrior: Ten Hammers
541,Ubisoft San Francisco,Just Dance: Disney Party 2
542,NOW Production,Just Dance: Disney Party 2
543,Kadokawa Games,Natural Doctrine
544,NIS America,Natural Doctrine
545,Ubisoft Casablanca,Prince of Persia: The Fallen King
546,Tate Interactive,My Horse & Me: Riding for Gold
547,"Atari, Inc.",My Horse & Me: Riding for Gold
548,Jaleco,Speed Racer
549,Graphic Research,Speed Racer
550,Midway Games,NHL Hitz Pro
551,Next Level Games,NHL Hitz Pro
552,Ravenscourt,Broken Sword 5: The Serpent's Curse
553,Revolution Software,Broken Sword 5: The Serpent's Curse
554,Deep Silver,Broken Sword 5: The Serpent's Curse
555,Microsoft Game Studios,Alan Wake
556,Remedy Entertainment,Alan Wake
557,Legacy Interactive,Alan Wake
558,Nordic Games Publishing,Alan Wake
559,Namco Bandai Partners,Alan Wake
560,E-Frontier,Alan Wake
561,Nitro Games,Alan Wake
562,THQ,Hot Wheels: Burnin' Rubber
563,Altron,Hot Wheels: Burnin' Rubber
564,Konami,Lost in Blue 2
565,Piranha Bytes,Risen 3: Titan Lords
566,Deep Silver,Risen 3: Titan Lords
567,Irem Software Engineering Co.,Steambot Chronicles: Battle Tournament
568,Atlus USA,Steambot Chronicles: Battle Tournament
569,Irem,Steambot Chronicles: Battle Tournament
570,Gathering of Developers,Wings of War
571,Silver Wish Games,Wings of War
572,Ubisoft Paris,187: Ride or Die
573,Ubisoft Entertainment,187: Ride or Die
574,Bandai,Zatch Bell! Mamodo Battles
575,Cartoon Network Interactive,Zatch Bell! Mamodo Battles
576,Toei Animation,Zatch Bell! Mamodo Battles
577,Viz Media,Zatch Bell! Mamodo Battles
578,Eighting,Zatch Bell! Mamodo Battles
579,Genki,Kabuki Warriors
580,Bergsala Lightweight,Kabuki Warriors
581,Majesco Entertainment,Motion Explosion!
582,Artech Studios,Motion Explosion!
583,Ensemble Studios,Age of Empires III: The Asian Dynasties
584,Big Huge Games,Age of Empires III: The Asian Dynasties
585,Microsoft Game Studios,Age of Empires III: The Asian Dynasties
586,MacSoft Games,Age of Empires III: The Asian Dynasties
587,Robot Entertainment,Age of Empires III: The Asian Dynasties
588,Activision,Moshi Monsters: Katsuma Unleashed
589,Electronic Arts,Pirates: The Legend of Black Kat
590,Westwood Studios,Pirates: The Legend of Black Kat
591,Fortyfive,July
592,City Interactive,Crime Lab: Body of Evidence
593,"DC Studios, Inc.",Disney's Chicken Little: Ace In Action
594,"Buena Vista Games, Inc.",Disney's Chicken Little: Ace In Action
595,Sega,Bleach: Versus Crusade
596,Treasure,Bleach: Versus Crusade
597,Key,Kanon
598,NEC Interchannel,Kanon
599,THQ,You Don't Know Jack
600,Iron Galaxy Studios,You Don't Know Jack
601,Webfoot Technologies,You Don't Know Jack
602,Jellyvision Games,You Don't Know Jack
603,Jackbox Games,You Don't Know Jack
604,Feral Interactive,Bionicle
605,Argonaut Games,Bionicle
606,Zonic Limited,Bionicle
607,Electronic Arts,Bionicle
608,Codemasters Southam,GRID 2
609,Codemasters,GRID 2
610,Feral Interactive,GRID 2
611,Mentor Interactive,Cosmos Chaos!
612,Bandai Namco Entertainment,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!
