Index,Developer,Video_Game_Name
171,PuzzleKings,ZooCube
172,Codemasters Southam,GRID Autosport
173,Codemasters,GRID Autosport
174,Feral Interactive,GRID Autosport
175,Midway,Spy Hunter / Super Sprint
176,Destination Software,Spy Hunter / Super Sprint
177,Black Lantern Studios,Spy Hunter / Super Sprint
178,QuinRose,Clover no Kuni no Alice: Wonderful Wonder World
179,PROTOTYPE,Clover no Kuni no Alice: Wonderful Wonder World
180,HuneX,Otometeki Koi Kakumei * Love Revo! Portable
181,Idea Factory,Otometeki Koi Kakumei * Love Revo! Portable
182,Blade Interactive,Room Zoom: Race for Impact
183,Jaleco Entertainment,Room Zoom: Race for Impact
184,NEC Interchannel,Tube Slider
185,NDCube,Tube Slider
186,Gainax,Shinseiki Evangelion: Battle Orchestra
187,Broccoli,Shinseiki Evangelion: Battle Orchestra
188,Studio Saizensen,Blade Arcus from Shining EX
189,Sega International,Blade Arcus from Shining EX
190,Ubisoft Entertainment,Petz: Dolphinz Encounter
191,Pandemic Studios,The Lord of the Rings: Conquest
192,Electronic Arts,The Lord of the Rings: Conquest
193,Artificial Mind & Movement,The Lord of the Rings: Conquest
194,Little Orbit,Monster High: New Ghoul in School
195,Torus Games,Monster High: New Ghoul in School
196,Metro 3D,Stake: Fortune Fighters
197,Gameness Art,Stake: Fortune Fighters
198,"Dracue, Co. ltd",Assault Suit Leynos
199,Rising Star Games,Assault Suit Leynos
200,Global Star Software,Serious Sam Advance
201,Climax Group,Serious Sam Advance
202,Konami,Foto Showdown
203,Alpha Unit Corporation,Foto Showdown
204,D3Publisher,Turbo: Super Stunt Squad
205,Monkey Bar Games,Turbo: Super Stunt Squad
206,Konami,BeatMania IIDX 11: IIDX Red
207,Konami Digital Entertainment,BeatMania IIDX 11: IIDX Red
208,Game Machine Studios,Disney Planes Fire & Rescue
209,Little Orbit,Disney Planes Fire & Rescue
210,Disney Interactive,Disney Planes Fire & Rescue
211,Takara,Road Trip: The Arcade Edition
212,Conspiracy Entertainment,Road Trip: The Arcade Edition
213,ZOO Digital Publishing Ltd,Road Trip: The Arcade Edition
214,Team17,Alien Breed Trilogy
215,Konami,No More Heroes: Heroes' Paradise
216,Grasshopper Manufacture,No More Heroes: Heroes' Paradise
217,Feelplus,No More Heroes: Heroes' Paradise
218,AQ Interactive,No More Heroes: Heroes' Paradise
219,Marvelous,No More Heroes: Heroes' Paradise
220,Reef Entertainment,Captain Morgane and the Golden Turtle
221,WizarBox,Captain Morgane and the Golden Turtle
222,DreamCatcher Games,Cold War
223,Linux Game Publishing,Cold War
224,Nordic Games Publishing,Cold War
225,Mindware Studios,Cold War
226,5pb.,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai
227,guyzware,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai
228,Capcom,Steel Battalion: Line of Contact
229,Capcom Production Studio 4,Steel Battalion: Line of Contact
230,Nude Maker,Steel Battalion: Line of Contact
231,MonkeyPaw Games,Ken to Mahou to Gakuen Mono. 2G
232,ACQUIRE Corp.,Ken to Mahou to Gakuen Mono. 2G
233,ZeroDiv,Ken to Mahou to Gakuen Mono. 2G
234,Otomate,Kami Naru Kimi to
235,Idea Factory,Kami Naru Kimi to
236,Midway Games,Spy Hunter: Nowhere To Run
237,Terminal Reality,Spy Hunter: Nowhere To Run
238,Marvelous Entertainment,Ikki Tousen: Eloquent Fist
239,Tomsoft,Ikki Tousen: Eloquent Fist
240,Square Enix,Final Fantasy XIV: Heavensward
241,Square Enix Business Division 5,Final Fantasy XIV: Heavensward
242,Galapagos RPG,Omega Quintet
243,Compile Heart,Omega Quintet
244,Idea Factory,Omega Quintet
245,Ghostlight Ltd.,Omega Quintet
246,Klein Computer Entertainment,Disney's Magical Quest 3 Starring Mickey and Donald
247,Capcom,Disney's Magical Quest 3 Starring Mickey and Donald
248,The Learning Company,Carmen Sandiego: The Secret of the Stolen Drums
249,Artificial Mind & Movement,Carmen Sandiego: The Secret of the Stolen Drums
250,BAM! Entertainment,Carmen Sandiego: The Secret of the Stolen Drums
251,Square Enix,Final Fantasy XIV: Heavensward
252,Square Enix Business Division 5,Final Fantasy XIV: Heavensward
253,Rejet,Diabolik Lovers: Vandead Carnival
254,Otomate,Diabolik Lovers: Vandead Carnival
255,Idea Factory,Diabolik Lovers: Vandead Carnival
256,Midway Games,"Ed, Edd n Eddy: The Mis-Edventures"
257,Artificial Mind & Movement,"Ed, Edd n Eddy: The Mis-Edventures"
258,Nihon Falcom,Vantage Master Portable
259,Microsoft Game Studios,Viva Pinata
260,Rare,Viva Pinata
261,Climax Group,Viva Pinata
262,Obsidian Entertainment,Neverwinter Nights 2
263,Infogrames Entertainment,Neverwinter Nights 2
264,Aspyr Media,Neverwinter Nights 2
265,"Atari, Inc.",Neverwinter Nights 2
266,UFO Interactive Games,O.M.G. 26 - Our Mini Games
267,Petroglyph Games,Star Wars: Empire at War - Forces of Corruption
268,LucasArts,Star Wars: Empire at War - Forces of Corruption
269,Universal Interactive Studios,Jurassic Park: Operation Genesis
270,Konami,Jurassic Park: Operation Genesis
271,Blue Tongue Entertainment,Jurassic Park: Operation Genesis
272,Mythic Entertainment,Warhammer Online: Age of Reckoning
273,Electronic Arts,Warhammer Online: Age of Reckoning
274,TransGaming Technologies,Warhammer Online: Age of Reckoning
275,Activision,Ty the Tasmanian Tiger 3: Night of the Quinkan
276,Zoo Digital,Ty the Tasmanian Tiger 3: Night of the Quinkan
277,Krome Studios,Ty the Tasmanian Tiger 3: Night of the Quinkan
278,Atlus USA,Bomberman Fantasy Race
279,Hudson Soft,Bomberman Fantasy Race
280,Virgin Interactive Entertainment (Europe) Ltd.,Bomberman Fantasy Race
281,Graphic Research,Bomberman Fantasy Race
282,Mud Duck Productions,AMF Xtreme Bowling
283,Bethesda Softworks,AMF Xtreme Bowling
284,Artdink,Carnage Heart EXA
285,Natsume Inc.,Carnage Heart EXA
286,Microsoft Game Studios,Worms
287,Sony Computer Entertainment,Worms
288,Team17,Worms
289,Capcom,Capcom Digital Collection
290,Ubi Soft Entertainment,Colin McRae Rally 2.0
291,Spellbound,Colin McRae Rally 2.0
292,Blue Byte Software,The Settlers: Rise of an Empire
293,Mind's Eye,Sheep
294,Feral Interactive,Sheep
295,Empire Interactive,Sheep
296,Retro Studios,Wii de Asobu: Metroid Prime
297,Nintendo,Wii de Asobu: Metroid Prime
298,Big Ant Studios,Rugby League Live 3
299,Tru Blu Games,Rugby League Live 3
300,F&C,Canvas 2
301,Kadokawa Shoten,Canvas 2
302,5pb.,Memories Off: Sorekara Again
303,Aspyr Media,ParaWorld
304,SEK,ParaWorld
305,Deep Silver,ParaWorld
306,Doki Denki SA,Peter Pan in Disney's Return to Never Land
307,Sony Computer Entertainment Europe,Peter Pan in Disney's Return to Never Land
308,Monolith Soft,Xenosaga I·II
309,Namco,Xenosaga I·II
310,Zed Two,Future Tactics: The Uprising
311,JoWooD Productions Software,Future Tactics: The Uprising
312,Crave Entertainment,Future Tactics: The Uprising
313,Otomate,Are You Alice?
314,Idea Factory,Are You Alice?
315,Hudson Soft,Rengoku II:  The Stairway To H.E.A.V.E.N.
316,Konami,Rengoku II:  The Stairway To H.E.A.V.E.N.
317,QuinRose,Okashi na Shima no Peter Pan: Sweet Never Land
318,Otomate,Urakata Hakuoki
319,Design Factory,Urakata Hakuoki
320,Idea Factory,Urakata Hakuoki
321,SIE Santa Monica Studio,Here They Lie
322,Sony Interactive Entertainment,Here They Lie
323,Papaya Studio,George of the Jungle and the Search for the Secret
324,Crave Entertainment,George of the Jungle and the Search for the Secret
325,Ignition Entertainment,George of the Jungle and the Search for the Secret
326,Big Ant Studios,Rugby League Live 3
327,Tru Blu Games,Rugby League Live 3
328,Atlus,Legacy of Ys: Books I & II
329,Alfa System,Legacy of Ys: Books I & II
330,DigiCube,Legacy of Ys: Books I & II
331,Dreams,Legacy of Ys: Books I & II
332,Hudson Soft,Legacy of Ys: Books I & II
333,XSEED Games,Legacy of Ys: Books I & II
334,SpinTop Games,Escape the Emerald Star
335,PopCap Games,Escape the Emerald Star
336,Electronic Arts,Escape the Emerald Star
337,Saffire,Thunderbirds
338,Vivendi Universal Games,Thunderbirds
339,HuneX,Vitamin Z Revolution
340,D3 Publisher,Vitamin Z Revolution
341,Aksys Games,Aegis of Earth: Protonovus Assault
342,ACQUIRE Corp.,Aegis of Earth: Protonovus Assault
343,PQube,Aegis of Earth: Protonovus Assault
344,Digital Touch,Aegis of Earth: Protonovus Assault
345,Dream Catcher Interactive,Inkheart
346,Empire Interactive,Total Immersion Racing
347,Feral Interactive,Total Immersion Racing
348,Razorworks Studios,Total Immersion Racing
349,Zonic Limited,Total Immersion Racing
350,Studio Saizensen,Blade Arcus from Shining EX
351,Sega International,Blade Arcus from Shining EX
352,Konami,NANA: Live Staff Daiboshuu! Shoshinsha Kangei
353,Gas Powered Games,Demigod
354,Stardock,Demigod
355,Bigben Interactive,Cocoto Magic Circus
356,Conspiracy Entertainment,Cocoto Magic Circus
357,Neko Entertainment,Cocoto Magic Circus
358,Wicked Witch Software,Rugby Challenge 3
359,Tru Blu Entertainment,Rugby Challenge 3
360,Omega Force,Toukiden 2
361,Koei Tecmo Europe,Toukiden 2
362,Koei Tecmo America Corporation,Toukiden 2
363,Koei Tecmo,Toukiden 2
364,Paradox Development Studio,Europa Universalis III Complete
365,Paradox Interactive,Europa Universalis III Complete
366,Virtual Programming,Europa Universalis III Complete
367,CyberFront,Europa Universalis III Complete
368,5pb.,Dunamis 15
369,Multimedia Intelligence Transfer,DemiKids: Dark Version
370,Atlus,DemiKids: Dark Version
371,Namco Bandai Games,Mage Knight: Destiny's Soldier
372,Infogrames,Blender Bros.
373,Hudson Soft,Blender Bros.
374,Piko Interactive,Blender Bros.
375,Sega,Suzumiya Haruhi no Heiretsu
376,Cavia,Suzumiya Haruhi no Heiretsu
377,Firefly Studios,Stronghold Crusader Extreme
378,Multimedia Intelligence Transfer,DemiKids: Light Version
379,Atlus,DemiKids: Light Version
380,Focus Entertainment,Cities XL 2011
381,inXile Entertainment,Line Rider 2: Unbound
382,Genius Products,Line Rider 2: Unbound
383,VRIDGE,HatsuKare * Renai Debut Sengen!
384,FuRyu,HatsuKare * Renai Debut Sengen!
385,Nintendo,QUIZ PARTY
386,Tilted Mill Entertainment,SimCity Societies
387,Electronic Arts,SimCity Societies
388,Rainbow S.p.A.,Winx Club: Rockstars
389,Namco Bandai Games,Winx Club: Rockstars
390,Activision,World Series of Poker 2008: Battle for the Bracelets
391,Left Field Productions,World Series of Poker 2008: Battle for the Bracelets
392,Cryptic Studios,Star Trek Online
393,Perfect World Entertainment,Star Trek Online
394,"Atari, Inc.",Star Trek Online
395,Rising Star Games,Bomberman Story DS
396,Hudson Soft,Bomberman Story DS
397,Anima Project,Anima - Gate of Memories
398,Badland Publishing,Anima - Gate of Memories
399,Ubisoft Montreal,Tom Clancy's Rainbow Six: Vegas 2
400,Ubisoft Entertainment,Tom Clancy's Rainbow Six: Vegas 2
401,THQ,Toxic Grind
402,Blue Shift Inc,Toxic Grind
403,Exile Entertainment,Toxic Grind
404,Enlight Interactive Inc.,ScrapLand
405,MercurySteam,ScrapLand
406,Deep Silver,ScrapLand
407,Atlus USA,Utawarerumono: Futari no Hakuoro
408,Deep Silver,Utawarerumono: Futari no Hakuoro
409,Aquaplus,Utawarerumono: Futari no Hakuoro
410,DMM GAMES,Utawarerumono: Futari no Hakuoro
411,Shiravune,Utawarerumono: Futari no Hakuoro
412,Ruby Party,Geten no Hana
413,Koei Tecmo Games,Geten no Hana
414,Gearbox Software,Brothers in Arms: Hell's Highway
415,Codemasters,DiRT
416,Codemasters Southam,DiRT
417,"Sony Computer Entertainment, Inc. (SCEI)",DiRT
418,guyzware,School Days LxH
419,0verflow,School Days LxH
420,Interchannel,School Days LxH
421,Maddox Games,IL-2 Sturmovik: Forgotten Battles
422,Ruby Party,Neo Angelique
423,Koei,Neo Angelique
424,5pb.,Psycho-Pass: Mandatory Happiness
425,NIS America,Psycho-Pass: Mandatory Happiness
426,Realmforge Studios,Ceville
427,Kalypso Media,Ceville
428,XSEED Games,Brandish: The Dark Revenant
429,Nihon Falcom,Brandish: The Dark Revenant
430,GSP,Thomas and Friends: Steaming around Sodor
431,5pb.,Chaos;Head Noah
432,Chiyomaru Studio,Chaos;Head Noah
433,Banpresto,Summon Night: Swordcraft Story
434,Atlus,Summon Night: Swordcraft Story
435,Flight-Plan,Summon Night: Swordcraft Story
436,Graphsim Entertainment,Falcon 4.0: Allied Force
437,Lead Pursuit,Falcon 4.0: Allied Force
438,Atlus USA,Pro Fishing Challenge
439,Opus Corp.,Pro Fishing Challenge
440,The Game Factory,Franklin's Great Adventures
441,Gust,Atelier Firis: The Alchemist of the Mysterious Journey
442,Koei Tecmo Games,Atelier Firis: The Alchemist of the Mysterious Journey
443,Koei Tecmo America Corporation,Atelier Firis: The Alchemist of the Mysterious Journey
444,Koei Tecmo Europe,Atelier Firis: The Alchemist of the Mysterious Journey
445,Capcom,Phoenix Wright: Ace Attorney Trilogy
446,Digital Works Entertainment,Phoenix Wright: Ace Attorney Trilogy
447,Eurocom Entertainment Software,Ice Age: Dawn of the Dinosaurs
448,Activision,Ice Age: Dawn of the Dinosaurs
449,FuRyu,To Love-Ru Trouble: Darkness - True Princess
450,Bold Games,Kawasaki Jet Ski
451,Data Design Interactive,Kawasaki Jet Ski
452,Metro3D,Kawasaki Jet Ski
453,Lillian,Twinkle * Crusaders GoGo!
454,ASCII Media Works,Twinkle * Crusaders GoGo!
455,Atlus USA,Rule of Rose
456,Sony Computer Entertainment,Rule of Rose
457,505 Games,Rule of Rose
458,Punchline,Rule of Rose
459,Shirogumi,Rule of Rose
460,Digital Bros,Rule of Rose
461,Midway Games,RedCard 20-03
462,Point of View,RedCard 20-03
463,PopCap Games,Bejeweled 2 Deluxe
464,Reef Entertainment,Captain Morgane and the Golden Turtle
465,WizarBox,Captain Morgane and the Golden Turtle
466,Dino Dini,Dino Dini's Kick Off Revival
467,The Digital Lounge,Dino Dini's Kick Off Revival
468,Plug In Digital,Dino Dini's Kick Off Revival
469,Smart Bomb Interactive,Pac-Man World Rally
470,Bandai Namco Entertainment,Pac-Man World Rally
471,10tacle Studios,GT Legends
472,SimBin,GT Legends
473,"Atari, Inc.",GT Legends
474,Game Machine Studios,Monster High 13 Wishes
475,Little Orbit,Monster High 13 Wishes
476,Sega Corporation,Uta Kumi 575
477,QLOC,Street Fighter X Tekken
478,CE Europe Ltd.,Street Fighter X Tekken
479,Dimps,Street Fighter X Tekken
480,Capcom,Street Fighter X Tekken
481,Luxoflux,Kung Fu Panda
482,Beenox,Kung Fu Panda
483,XPEC,Kung Fu Panda
484,Activision,Kung Fu Panda
485,Chunsoft,428: Fuusa Sareta Shibuya de
486,Abstraction Games,428: Fuusa Sareta Shibuya de
487,Sega,428: Fuusa Sareta Shibuya de
488,Spike,428: Fuusa Sareta Shibuya de
489,Spike Chunsoft,428: Fuusa Sareta Shibuya de
490,Exozet Entertainment GmbH,Catan
491,United Soft Media Verlag,Catan
492,THQ,Frontlines: Fuel of War
493,Kaos Studios,Frontlines: Fuel of War
494,nFusion Interactive,Frontlines: Fuel of War
495,Bigben Interactive,Rugby World Cup 2015
496,Plug In Digital,Rugby World Cup 2015
497,Midway Games,NFL Blitz Pro
498,Ubisoft Shanghai,Tom Clancy's EndWar
499,"Atari, Inc.",Totally Spies! 2: Undercover
500,Pyro Studios,Commandos: Strike Force
501,Eidos Interactive,Commandos: Strike Force
502,Spike,Commandos: Strike Force
503,Capcom,Jojo's Bizarre Adventure
504,"Virgin Interactive Entertainment, Inc.",Jojo's Bizarre Adventure
505,Hudson Soft,Lode Runner
506,Konami,Evolution Snowboarding
507,Konami Computer Entertainment Osaka,Evolution Snowboarding
508,High Voltage Software,Zathura
509,2K Games,Zathura
510,Sammy,Jissen Pachinko Hisshouhou! CR Sakura Taisen
511,Red Entertainment,Jissen Pachinko Hisshouhou! CR Sakura Taisen
512,Sega Corporation,Jissen Pachinko Hisshouhou! CR Sakura Taisen
513,Nippon Ichi Software,Zillions of Enemy X: Zetsukai no Crusade
514,Electronic Arts,Plants vs. Zombies: Garden Warfare
515,PopCap Games,Plants vs. Zombies: Garden Warfare
516,SNK Playmore,Doki Majo Plus
517,Konami,Castlevania: Lords of Shadow - Reverie
518,MercurySteam,Castlevania: Lords of Shadow - Reverie
519,Crave Entertainment,Puzzle Challenge: Crosswords and More!
520,Supersonic Software,Puzzle Challenge: Crosswords and More!
521,Mass Media Inc,Muppets Party Cruise
522,TDK Mediactive,Muppets Party Cruise
523,Eden Games,Test Drive Unlimited
524,"Atari, Inc.",Test Drive Unlimited
525,Raizing,Shippuu Mahou Daisakusen: Kingdom-Grandprix
526,Eighting,Shippuu Mahou Daisakusen: Kingdom-Grandprix
527,GAGA Communications,Shippuu Mahou Daisakusen: Kingdom-Grandprix
528,Opera House,Saint
529,UFO Interactive Games,Saint
530,Longtail Studios,Grey's Anatomy: The Video Game
531,Codemasters,F1 Race Stars
532,Codemasters Birmingham,F1 Race Stars
533,Activision,Call of Duty: Modern Warfare Trilogy
534,Infinity Ward,Call of Duty: Modern Warfare Trilogy
535,Kadokawa Games,Motto! SoniComi
536,NITRO PLUS,Motto! SoniComi
537,Regista,Motto! SoniComi
538,Global Star Software,Serious Sam: Next Encounter
539,Climax Group,Serious Sam: Next Encounter
540,Otomate,Diabolik Lovers: More Blood
541,Rejet,Diabolik Lovers: More Blood
542,Idea Factory,Diabolik Lovers: More Blood
543,Croteam,Serious Sam HD: Gold Edition
544,Devolver Digital,Serious Sam HD: Gold Edition
545,Microids,Knight's Apprentice: Memorick's Adventures
546,XS Games,Knight's Apprentice: Memorick's Adventures
547,Alchemist,Akai Ito DS
548,Natsume Inc.,Freedom Wings
549,Taito,Freedom Wings
550,Zoo Digital,Freedom Wings
551,Epic Games,Unreal Anthology
552,Digital Extremes,Unreal Anthology
553,Midway Home Entertainment,Unreal Anthology
554,PlayFirst,Dream Chronicles
555,KatGames,Dream Chronicles
556,ValuSoft,18 Wheels of Steel: Extreme Trucker
557,SCS Software,18 Wheels of Steel: Extreme Trucker
558,Valve,Left 4 Dead
559,Certain Affinity,Left 4 Dead
560,Turtle Rock Studios,Left 4 Dead
561,Factor 5,Ballblazer Champions
562,LucasArts,Ballblazer Champions
563,CTO SpA,Ballblazer Champions
564,Big Fish Games,Azada
565,Big Fish Studios,Azada
566,Engine Software,Azada
567,Broccoli,Galaxy Angel II: Eigou Kaiki no Koku
568,Otomate,Genroh
569,Idea Factory,Genroh
570,FromSoftware,Kuon
571,Agetec,Kuon
572,Indie Games,Kuon
573,Otomate,Kannou Mukashi Banashi Portable
574,MAGES. Inc.,Kannou Mukashi Banashi Portable
575,Idea Factory,Kannou Mukashi Banashi Portable
576,Alchemist,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku
577,Paradox Interactive,Mount & Blade
578,Taleworlds,Mount & Blade
579,The Learning Company,Carmen Sandiego: The Secret of the Stolen Drums
580,Artificial Mind & Movement,Carmen Sandiego: The Secret of the Stolen Drums
581,BAM! Entertainment,Carmen Sandiego: The Secret of the Stolen Drums
582,Deep Silver,Fritz Chess
583,Gammick Entertainment,Fritz Chess
584,Freedom Factory,Fritz Chess
585,Sega,Puyo Puyo! 15th Anniversary
586,Sonic Team,Puyo Puyo! 15th Anniversary
587,light,Dies Irae: Amantes Amentes
588,"Views Co., Ltd",Dies Irae: Amantes Amentes
589,Teyon,Heavy Fire: The Chosen Few 3D
590,Mastiff,Heavy Fire: The Chosen Few 3D
591,Avanquest Software,Heavy Fire: The Chosen Few 3D
592,HAMSTER,Heavy Fire: The Chosen Few 3D
593,Asobo Studio,Fuel
594,Codemasters,Fuel
