Index,Developer,Video_Game_Name
180,Idea Factory,Hiiro no Kakera Portable
181,Crave Entertainment,Trigger Man
182,Point of View,Trigger Man
183,Play It,Trigger Man
184,Supersonic Software,Antz Extreme Racing
185,Empire Interactive,Antz Extreme Racing
186,Design Factory,Wand of Fortune R
187,Otomate,Wand of Fortune R
188,Idea Factory,Wand of Fortune R
189,NTT Solmare Corp.,Wand of Fortune R
190,Bigben Interactive,Rugby World Cup 2015
191,Plug In Digital,Rugby World Cup 2015
192,Paradox Interactive,Majesty 2 Collection
193,Koei Tecmo,Harukanaru Toki no Naka de 6
194,Ruby Party,Harukanaru Toki no Naka de 6
195,Warashi,Triggerheart Exelica
196,"GULTI Co., Ltd.",Triggerheart Exelica
197,P.A. Works,Triggerheart Exelica
198,Sega,Triggerheart Exelica
199,Alchemist,Triggerheart Exelica
200,Genki,Jet Impulse
201,Nintendo,Jet Impulse
202,THQ,Games Explosion!
203,Frontline Studios,Games Explosion!
204,Clockwork Games,Gummy Bears Magical Medallion
205,Enjoy Gaming Ltd.,Gummy Bears Magical Medallion
206,Koei Tecmo Games,Berserk and the Band of the Hawk
207,Omega Force,Berserk and the Band of the Hawk
208,Disney Interactive,Brave: The Video Game
209,Behaviour Interactive,Brave: The Video Game
210,Activision,Enemy Territory: Quake Wars
211,Splash Damage,Enemy Territory: Quake Wars
212,"Nerve Software, LLC",Enemy Territory: Quake Wars
213,Underground Development,Enemy Territory: Quake Wars
214,Aspyr Media,Enemy Territory: Quake Wars
215,id Software,Enemy Territory: Quake Wars
216,Little Orbit,Adventure Time: The Secret of the Nameless 
217,WayForward,Adventure Time: The Secret of the Nameless 
218,JoWooD Productions Software,Kao the Kangaroo Round 2
219,Tate Interactive,Kao the Kangaroo Round 2
220,"Atari, Inc.",Kao the Kangaroo Round 2
221,Otomate,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable
222,Idea Factory,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable
223,Blue Castle Games,Dead Rising 2
224,Capcom,Dead Rising 2
225,Mercenary Technology,Dead Rising 2
226,Hudson Soft,Robopon 2: Ring Version
227,Atlus,Robopon 2: Ring Version
228,Red Company,Robopon 2: Ring Version
229,HB Studios,Mark McMorris Infinite Air
230,Maximum Games,Mark McMorris Infinite Air
231,Firaxis Games,Sid Meier's Civilization Revolution 2+
232,2K Games,Sid Meier's Civilization Revolution 2+
233,2K China,Sid Meier's Civilization Revolution 2+
234,Codemasters,Colin McRae Rally 2005
235,Codemasters Southam,Colin McRae Rally 2005
236,Six by nine,Colin McRae Rally 2005
237,Remedy Entertainment,Quantum Break
238,Microsoft Studios,Quantum Break
239,Asobo Studio,Quantum Break
240,VRIDGE,Storm Lover Kai!!
241,D3 Publisher,Storm Lover Kai!!
242,"Sony Computer Entertainment, Inc. (SCEI)",Minna to Issho
243,BeXide,Minna to Issho
244,Arc System Works,Nurarihyon no Mago: Hyakki Ryouran Taisen
245,Konami,Nurarihyon no Mago: Hyakki Ryouran Taisen
246,EA Sports,FIFA Soccer 08
247,EA Canada,FIFA Soccer 08
248,Electronic Arts,Command & Conquer 4: Tiberian Twilight
249,EA Los Angeles,Command & Conquer 4: Tiberian Twilight
250,Global Star Software,Hummer Badlands
251,Eutechnyx,Hummer Badlands
252,Takara Tomy,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival
253,Destination Software,UNO 52
254,D3Publisher,Turbo: Super Stunt Squad
255,Monkey Bar Games,Turbo: Super Stunt Squad
256,D3Publisher,Turbo: Super Stunt Squad
257,Monkey Bar Games,Turbo: Super Stunt Squad
258,Banpresto,Accel World: Kasoku no Chouten
259,Bandai Namco Games,Accel World: Kasoku no Chouten
260,E-Game,Choro Q
261,Takara,Choro Q
262,Sonokong,Choro Q
263,Conspiracy Entertainment,Choro Q
264,Zoo Digital,Choro Q
265,Avalanche Studios,Just Cause
266,Eidos Interactive,Just Cause
267,Bethesda Softworks,IHRA Drag Racing: Sportsman Edition
268,Atlus,Drone Tactics
269,Success,Drone Tactics
270,Arika,Technic Beat
271,Mastiff,Technic Beat
272,DTP Entertainment,Dance! It's Your Stage
273,PQube,Dance! It's Your Stage
274,Capcom,DuckTales: Remastered
275,Disney Interactive,DuckTales: Remastered
276,WayForward,DuckTales: Remastered
277,Sega Corporation,Yume Neko DS
278,Tamsoft,Dream C Club
279,D3 Publisher,Dream C Club
280,Kunos Simulazioni,Assetto Corsa
281,505 Games,Assetto Corsa
282,Black Bean Games,SBK Superbike World Championship
283,Milestone,SBK Superbike World Championship
284,MAGES.,Memories Off 6: Next Relation
285,CyberFront,Memories Off 6: Next Relation
286,Red Entertainment,Scared Rider Xechs
287,Rejet,Scared Rider Xechs
288,HuneX,Vitamin X: Detective B6
289,D3 Publisher,Vitamin X: Detective B6
290,Elixir Studios,Evil Genius
291,Sierra Entertainment,Evil Genius
292,Design Factory,Ouran Koukou Host Bu
293,Idea Factory,Ouran Koukou Host Bu
294,Kuju Entertainment,Lotus Challenge
295,Ignition Entertainment,Lotus Challenge
296,Haemimont Games,Imperium Romanum
297,Kalypso Media Digital,Imperium Romanum
298,SouthPeak Interactive,Imperium Romanum
299,FX Interactive,Imperium Romanum
300,Sports Interactive,Football Manager 2007
301,Sega,Football Manager 2007
302,Electronic Arts,Dragon Zakura DS
303,505 Games,Chameleon: To Dye For!
304,UFO Interactive Games,Chameleon: To Dye For!
305,Blizzard Entertainment,Blackthorne
306,Mass Media Inc,Blackthorne
307,Blizzard Classic Arcade,Blackthorne
308,MacPlay,Blackthorne
309,Virgin Interactive Entertainment (Europe) Ltd.,Blackthorne
310,Kemco,Blackthorne
311,Interplay,Blackthorne
312,Playtronic,Blackthorne
313,Midway Studios Los Angeles,Blackthorne
314,Nintendo,Donkey Kong Jungle Beat
315,Nintendo EAD Tokyo Software Development Group No.1,Donkey Kong Jungle Beat
316,Compulsion Games,Contrast
317,Focus Entertainment,Contrast
318,Arc System Works,Blazblue: Continuum Shift Extend
319,Aksys Games,Blazblue: Continuum Shift Extend
320,Otomate,S.Y.K: Shinsetsu Saiyuuki
321,Idea Factory,S.Y.K: Shinsetsu Saiyuuki
322,Design Factory,S.Y.K: Shinsetsu Saiyuuki
323,Mastiff,Space Invaders Revolution
324,GameOn,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi
325,Activision,SpongeBob: HeroPants
326,Behaviour Interactive,SpongeBob: HeroPants
327,Otomate,Period Cube: Torikago no Amadeus
328,Idea Factory,Period Cube: Torikago no Amadeus
329,Aksys Games,Period Cube: Torikago no Amadeus
330,Touchstone Games,Turok
331,Propaganda Games,Turok
332,Milestone,Valentino Rossi: The Game
333,Otomate,Wand of Fortune Portable
334,Design Factory,Wand of Fortune Portable
335,Idea Factory,Wand of Fortune Portable
336,Paradox Development Studio,Sengoku
337,Paradox Interactive,Sengoku
338,Camouflaj,Republique
339,"GungHo Online Entertainment, Inc.",Republique
340,Happinet Corporation,Sousaku Alice to Oujisama!
341,Lighthouse Interactive,Ship Simulator 2008
342,Disney Interactive,Brave: The Video Game
343,Behaviour Interactive,Brave: The Video Game
344,Vingt et un Systems,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS
345,D3 Publisher,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS
346,Pronto Games,Ten Pin Alley 2
347,XS Games,Ten Pin Alley 2
348,Visual Concepts,NBA 2K17
349,2K Sports,NBA 2K17
350,Kylotonn Games,WRC 5: FIA World Rally Championship
351,Plug In Digital,WRC 5: FIA World Rally Championship
352,Bigben Interactive,WRC 5: FIA World Rally Championship
353,Sega,NiGHTS into dreams...
354,Sonic Team,NiGHTS into dreams...
355,NCSOFT,Guild Wars: Factions
356,ArenaNet,Guild Wars: Factions
357,Koei,WinBack 2: Project Poseidon
358,Cavia,WinBack 2: Project Poseidon
359,Namco,Kaitou Rousseau
360,Alfa System,GunParade Orchestra: Ao no Shou
361,"Sony Computer Entertainment, Inc. (SCEI)",GunParade Orchestra: Ao no Shou
362,Valcon Games,Totally Spies! Totally Party
363,Success Corporation,Totally Spies! Totally Party
364,OUAT Entertainment,Totally Spies! Totally Party
365,Sonic Team,Puyo Pop Fever
366,Sega,Puyo Pop Fever
367,Sony Interactive Entertainment,Super Stardust Ultra VR
368,D3T Limited,Super Stardust Ultra VR
369,Housemarque,Super Stardust Ultra VR
370,Sony XDev,Super Stardust Ultra VR
371,Michaelsoft Inc.,Wizardry XTH: Unlimited Students
372,CAVE Interactive,Instant Brain
373,"Capcom Game Studio Vancouver, Inc.",Dead Rising
374,Capcom,Dead Rising
375,Microsoft Studios,Dead Rising
376,Sony Computer Entertainment,MLB 15: The Show
377,SCE San Diego Studio,MLB 15: The Show
378,Inti Creates,Azure Striker Gunvolt
379,Yacht Club Games,Azure Striker Gunvolt
380,Little Orbit,Penguins of Madagascar
381,Torus Games,Penguins of Madagascar
382,Tru Blu Entertainment,Don Bradman Cricket 14
383,Big Ant Studios,Don Bradman Cricket 14
384,Stormregion,Codename: Panzers Phase Two
385,THQ Nordic,Codename: Panzers Phase Two
386,Koei,Winning Post 7 Maximum 2008
387,Square Enix,The Last Remnant
388,Square Enix Product Development Division 2,The Last Remnant
389,Banpresto,Super Robot Taisen XO
390,DC Comics,Aquaman: Battle for Atlantis
391,TDK Mediactive,Aquaman: Battle for Atlantis
392,Lucky Chicken Games,Aquaman: Battle for Atlantis
393,Techland,Call of Juarez
394,Focus Entertainment,Call of Juarez
395,Ascaron Entertainment,Call of Juarez
396,Ubisoft Entertainment,Call of Juarez
397,Digital Extremes,Unreal Tournament 2003
398,Epic Games,Unreal Tournament 2003
399,Infogrames,Unreal Tournament 2003
400,MacSoft Games,Unreal Tournament 2003
401,Obsidian Entertainment,Neverwinter Nights 2: Mask of the Betrayer
402,Infogrames Entertainment,Neverwinter Nights 2: Mask of the Betrayer
403,"Atari, Inc.",Neverwinter Nights 2: Mask of the Betrayer
404,Midway Games,Mortal Kombat: Tournament Edition
405,Konami,Diary Girl
406,TGL,Shitsuji ga Aruji o Erabu Toki
407,ENTERGRAM,Shitsuji ga Aruji o Erabu Toki
408,PeasSoft,Shitsuji ga Aruji o Erabu Toki
409,Daidai Inc.,Shitsuji ga Aruji o Erabu Toki
410,Ubisoft Sofia,Rayman Raving Rabbids
411,Ubisoft Montpellier,Rayman Raving Rabbids
412,Ubisoft Entertainment,Rayman Raving Rabbids
413,Brightrock Games,War for the Overworld
414,5pb.,Infinite Stratos 2: Love and Purge
415,Maximum Games,50 Classic Games
416,Maximum Family Games,50 Classic Games
417,Namco Bandai Games,Destiny Links
418,HotGen,Egg Mania: Eggstreme Madness
419,Kemco,Egg Mania: Eggstreme Madness
420,Black Bean Games,WRC: FIA World Rally Championship
421,Milestone,WRC: FIA World Rally Championship
422,Ubisoft Entertainment,Rocksmith 2014 Edition Remastered
423,Ubisoft San Francisco,Rocksmith 2014 Edition Remastered
424,Nippon Ichi Software,Uta no * Prince-Sama: Sweet Serenade
425,Broccoli,Uta no * Prince-Sama: Sweet Serenade
426,PROTOTYPE,Rewrite
427,Visual Arts,Rewrite
428,Key,Rewrite
429,Nordic Games Group,Darksiders: Warmastered Edition
430,Kaiko,Darksiders: Warmastered Edition
431,THQ Nordic,Darksiders: Warmastered Edition
432,"GignoSystem Japan, Inc.","Iza, Shutsujin! Koisen"
433,QuinRose,"Iza, Shutsujin! Koisen"
434,DMA Design,Grand Theft Auto III
435,Rockstar Games,Grand Theft Auto III
436,Rockstar Vienna,Grand Theft Auto III
437,Take-Two Interactive,Grand Theft Auto III
438,TransGaming Inc.,Grand Theft Auto III
439,Design Factory,Hiiro no Kakera: Shin Tamayori Hime Denshou
440,Otomate,Hiiro no Kakera: Shin Tamayori Hime Denshou
441,Idea Factory,Hiiro no Kakera: Shin Tamayori Hime Denshou
442,FuRyu,Datenshi no Amai Yuuwaku x Kaikan Phrase
443,Encore,Grooverider: Slot Car Thunder
444,King of the Jungle,Grooverider: Slot Car Thunder
445,ETS Entwicklerteam Slaby,Digger Simulator
446,astragon Software GmbH,Digger Simulator
447,Sanctuary,Miyako: Awayuki no Utage
448,Otomate,Miyako: Awayuki no Utage
449,Idea Factory,Miyako: Awayuki no Utage
450,Spike,LifeSigns: Surgical Unit
451,Focus Entertainment,The Technomancer
452,Spiders,The Technomancer
453,Terminal Reality,Aeon Flux
454,Majesco Entertainment,Aeon Flux
455,Idea Factory,Marginal #4: Idol of Supernova
456,Otomate,Marginal #4: Idol of Supernova
457,Rejet,Marginal #4: Idol of Supernova
458,Regista,Kana: Imouto
459,CyberFront,Kana: Imouto
460,Interplay Entertainment,Rock N' Roll Racing
461,Namco,Rock N' Roll Racing
462,Silicon & Synapse,Rock N' Roll Racing
463,Playtronic,Rock N' Roll Racing
464,Relic Entertainment,Impossible Creatures
465,Microsoft Game Studios,Impossible Creatures
466,Nordic Games Publishing,Impossible Creatures
467,2K Games,Serious Sam II
468,Croteam,Serious Sam II
469,Take-Two Interactive,Serious Sam II
470,Metro,Nodame Cantabile
471,Banpresto,Nodame Cantabile
472,CAVE Interactive,DoDonPachi Saidaioujou
473,"Mobile & Game Studio, Inc.",Last Escort: Club Katze
474,D3Publisher,Last Escort: Club Katze
475,Nippon Ichi Software,Fuuraiki 3
476,Fog,Fuuraiki 3
477,Koei,Winning Post 7 Maximum 2008
478,Black Bean Games,SBK09 Superbike World Championship
479,Milestone,SBK09 Superbike World Championship
480,WorkJam,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu
481,Arc System Works,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu
482,Tecmo,Monster Rancher Advance 2
483,1st Playable Productions,Big Hero 6: Battle in the Bay
484,GameMill Entertainment,Big Hero 6: Battle in the Bay
485,bitstep,Dr. Slump & Arale-Chan
486,Bandai,Dr. Slump & Arale-Chan
487,EA Orlando,Madden NFL 13
488,EA Sports,Madden NFL 13
489,Alchemist,Umineko no Naku Koro ni Portable 1
490,07th Expansion,Umineko no Naku Koro ni Portable 1
491,Koei Tecmo,Geten no Hana: Yume Akari
492,Ruby Party,Geten no Hana: Yume Akari
493,Asmik Ace,Vanark
494,Jaleco,Vanark
495,Bit Town,Vanark
496,Konami,WTA Tour Tennis
497,TML-Studios,Fernbus Simulator
498,Aerosoft GmbH,Fernbus Simulator
499,Maddox Games,IL-2 Sturmovik
500,Taito,Pet Shop Monogatari DS 2
501,Banpresto,Accel World: Kasoku no Chouten
502,Bandai Namco Games,Accel World: Kasoku no Chouten
503,Inti Creates,Azure Striker Gunvolt: Striker Pack
504,Yacht Club Games,Azure Striker Gunvolt: Striker Pack
505,Battlefront.com,Theatre Of War
506,Kalypso Media,Theatre Of War
507,cdv Software Entertainment,Theatre Of War
508,Barking Lizards Technologies,Bratz: Forever Diamondz
509,THQ,Bratz: Forever Diamondz
510,Blitz Games,Bratz: Forever Diamondz
511,Inter Frame Studio,Smiley World: Island Challenge
512,ZOO Digital Publishing Ltd,Smiley World: Island Challenge
513,Otomate,Isshoni Gohan. Portable
514,Idea Factory,Isshoni Gohan. Portable
515,Namco Bandai Games Asia,Hanayamata: Yosakoi Live
516,Mud Duck Productions,Malice
517,Evolved Games,Malice
518,Argonaut Games,Malice
519,NIS America,htoL#NiQ: The Firefly Diary
520,Nippon Ichi Software,htoL#NiQ: The Firefly Diary
521,Capcom,Rosario to Vampire: Tanabata no Miss Youkai Gakuen
522,Sega,Virtua Tennis 3
523,Sega AM3,Virtua Tennis 3
524,Sumo Digital,Virtua Tennis 3
525,Konami,Wallace & Gromit: Curse of the Were-Rabbit
526,Frontier Developments,Wallace & Gromit: Curse of the Were-Rabbit
527,Team17,Worms: WMD
528,Success,Shepherd's Crossing
529,Valcon Games,Shepherd's Crossing
530,Graffiti Entertainment,Shepherd's Crossing
531,The Adventure Company,The Book of Unwritten Tales 2
532,Nordic Games Publishing,The Book of Unwritten Tales 2
533,Nordic Games Group,The Book of Unwritten Tales 2
534,King Art,The Book of Unwritten Tales 2
535,THQ Nordic,The Book of Unwritten Tales 2
536,Blue Tea Games,Dark Parables: The Exiled Prince
537,Big Fish Games,Dark Parables: The Exiled Prince
538,D3 Publisher,Tactics Layer: Ritina Guard Senki
539,Ninja Studio,Tactics Layer: Ritina Guard Senki
540,Otomate,Hyakka Yakou
541,Idea Factory,Hyakka Yakou
542,HumaNature Studios,Doki-Doki Universe
543,Sega Corporation,Sega Golf Club: Miyazato San Kyoudai Naizou
544,Tamsoft,Rozen Maiden: Gebetgarten
545,Taito,Rozen Maiden: Gebetgarten
546,Gearbox Software,Homeworld Remastered Collection
547,Gearbox Publishing,Homeworld Remastered Collection
548,Otomate,Princess Arthur
549,NTT Solmare Corp.,Princess Arthur
550,Idea Factory,Princess Arthur
551,Namco Bandai Games,Brain Exercise With Dr. Kawashima
552,Frogwares,Sherlock Holmes: The Devil's Daughter
553,Bigben Interactive,Sherlock Holmes: The Devil's Daughter
554,Netchubiyori,Sakura-Sou no Pet na Kanojo
555,ASCII Media Works,Sakura-Sou no Pet na Kanojo
556,Sony Computer Entertainment,Toro to Morimori
557,BeXide,Toro to Morimori
558,SCE Japan Studio,Toro to Morimori
559,WorkJam,Tantei Jinguuji Saburo: Hai to Diamond
560,Arc System Works,Tantei Jinguuji Saburo: Hai to Diamond
561,Nordic Softsales AB,Truck Racer
562,Brain in a Jar,Truck Racer
563,Noise Factory,Metal Slug Anthology
564,Nazca Corporation,Metal Slug Anthology
565,Terminal Reality,Metal Slug Anthology
566,SNK,Metal Slug Anthology
567,SNK Playmore,Metal Slug Anthology
568,Majesco Entertainment,Shorts
569,Konami,Rave Master: Special Attack Force!
570,Konami Computer Entertainment Japan,Rave Master: Special Attack Force!
571,Microids,Casper
572,Planet Interactive,Casper
573,Little Orbit,Adventure Time: The Secret of the Nameless 
574,WayForward,Adventure Time: The Secret of the Nameless 
575,Sega,Football Manager 2005
576,Sports Interactive,Football Manager 2005
577,Otomate,Hakuoki: Reimeiroku DS
578,Design Factory,Hakuoki: Reimeiroku DS
579,Idea Factory,Hakuoki: Reimeiroku DS
580,EA Phenomic,BattleForge
581,Electronic Arts,BattleForge
582,Torus Games,Barbie and Her Sisters Puppy Rescue
583,Little Orbit,Barbie and Her Sisters Puppy Rescue
584,Namco Bandai Games,Duel Love: Koisuru Otome wa Shouri no Megami
585,Key,Tomoyo After: It's a Wonderful Life CS Edition
586,PROTOTYPE,Tomoyo After: It's a Wonderful Life CS Edition
587,Visual Art's MottoSP,Tomoyo After: It's a Wonderful Life CS Edition
588,HuneX,Bunmei Kaika: Aoiza Ibunroku Saien
589,FuRyu,Bunmei Kaika: Aoiza Ibunroku Saien
590,Sony Online Entertainment,Groovin' Blocks
591,Empty Clip Studios,Groovin' Blocks
592,Zoo Digital,Groovin' Blocks
593,Kuju Entertainment,Rail Simulator
594,Electronic Arts,Rail Simulator
595,Rare,Banjo-Kazooie
596,4J Studios,Banjo-Kazooie
597,Microsoft Game Studios,Banjo-Kazooie
598,Little Orbit,Monster High: New Ghoul in School
599,Torus Games,Monster High: New Ghoul in School
600,Marvelous AQL,Bakumatsu Rock
601,Beenox,Spider-Man: Friend or Foe
602,Next Level Games,Spider-Man: Friend or Foe
603,Activision,Spider-Man: Friend or Foe
604,XS Games,Thunder Alley
605,Saffire,Thunder Alley
606,Zen United,BlazBlue: Calamity Trigger
607,Aksys Games,BlazBlue: Calamity Trigger
608,Arc System Works,BlazBlue: Calamity Trigger
609,PQube,BlazBlue: Calamity Trigger
610,N3V Games,BlazBlue: Calamity Trigger
611,"H2 Interactive Co., Ltd.",BlazBlue: Calamity Trigger
612,Gravity Europe SAS,Agatha Christie's The ABC Murders
613,Artefacts Studio,Agatha Christie's The ABC Murders
614,Kalypso Media,Agatha Christie's The ABC Murders
615,Microids,Agatha Christie's The ABC Murders
616,Koei Tecmo America Corporation,Samurai Warriors: Sanada Maru
617,Koei Tecmo,Samurai Warriors: Sanada Maru
618,Omega Force,Samurai Warriors: Sanada Maru
619,Capcom,Sengoku Basara 2 Heroes
620,Aspyr Media,Harry Potter and the Chamber of Secrets
621,KnowWonder,Harry Potter and the Chamber of Secrets
