Index,Developer,Video_Game_Name
148,Beenox,Call of Duty: Black Ops 3
149,Sony Interactive Entertainment,Call of Duty: Black Ops 3
150,Microsoft,Call of Duty: Black Ops 3
151,Mercenary Technology,Call of Duty: Black Ops 3
152,THQ,WCW vs. nWo: World Tour
153,Asmik Ace Entertainment,WCW vs. nWo: World Tour
154,AKI Corporation,WCW vs. nWo: World Tour
155,THQ,WCW/NWO Thunder
156,Inland Productions,WCW/NWO Thunder
157,Griptonite Games,Harry Potter and the Sorcerer's Stone
158,EA Games,Harry Potter and the Sorcerer's Stone
159,Gradiente,Harry Potter and the Sorcerer's Stone
160,Infogrames,Dragon Ball Z: The Legacy of Goku
161,Webfoot Technologies,Dragon Ball Z: The Legacy of Goku
162,Infogrames Europe,Dragon Ball Z: The Legacy of Goku
163,Majesco Entertainment,Cooking Mama 3: Shop & Chop
164,505 Games,Cooking Mama 3: Shop & Chop
165,Taito,Cooking Mama 3: Shop & Chop
166,Capcom,Resident Evil 4
167,Capcom Production Studio 4,Resident Evil 4
168,Jupiter Corporation,Personal Trainer: Math
169,Nintendo,Personal Trainer: Math
170,Warner Bros. Interactive Entertainment,Game Party 3
171,FarSight Studios,Game Party 3
172,EA Black Box,Need For Speed: Undercover
173,Electronic Arts,Need For Speed: Undercover
174,Point of View,World Championship Poker: Featuring Howard Lederer - All In
175,Crave Entertainment,World Championship Poker: Featuring Howard Lederer - All In
176,505 Games,World Championship Poker: Featuring Howard Lederer - All In
177,Sega,Sonic Colors
178,Sonic Team,Sonic Colors
179,CD Projekt,Saints Row 2
180,THQ,Saints Row 2
181,Volition,Saints Row 2
182,Nintendo,Yoshi's Cookie
183,Nintendo R&D1,Yoshi's Cookie
184,Namco,Time Crisis
185,2K Games,Sid Meier's Civilization V
186,Aspyr Media,Sid Meier's Civilization V
187,Firaxis Games,Sid Meier's Civilization V
188,Mastertronic,Sid Meier's Civilization V
189,Nintendo SPD,Fire Emblem Fates
190,Nintendo,Fire Emblem Fates
191,Intelligent Systems,Fire Emblem Fates
192,Maxis,The Sims: Superstar
193,Electronic Arts,The Sims: Superstar
194,Westlake Interactive,The Sims: Superstar
195,Aspyr Media,The Sims: Superstar
196,Nintendo,Metroid Fusion
197,Nintendo R&D1,Metroid Fusion
198,iQue,Metroid Fusion
199,Namco Bandai Games,We Ski
200,LucasArts,Star Wars Battlefront: Renegade Squadron
201,Rebellion Developments,Star Wars Battlefront: Renegade Squadron
202,EA Canada,SSX 3
203,EA Sports BIG,SSX 3
204,Electronic Arts,SSX 3
205,EA Sports,Madden NFL 2001
206,EA Orlando,Madden NFL 2001
207,Pandemic Studios,Star Wars: Battlefront II
208,LucasArts,Star Wars: Battlefront II
209,Savage Entertainment,Star Wars: Battlefront II
210,Electronic Arts,Star Wars: Battlefront II
211,Activision,Star Wars: Battlefront II
212,Walt Disney Computer Software,Disney's DuckTales
213,Capcom,Disney's DuckTales
214,Natsume Inc.,"Monsters, Inc."
215,THQ,"Monsters, Inc."
216,Electronic Arts,Dragon Age: Origins
217,Edge of Reality,Dragon Age: Origins
218,BioWare Edmonton,Dragon Age: Origins
219,EA Sports,NCAA Football 2004
220,EA Orlando,NCAA Football 2004
221,EA Sports,Fight Night Round 3
222,EA Chicago,Fight Night Round 3
223,Blizzard Entertainment,StarCraft II: Heart of the Swarm
224,THQ,SpongeBob SquarePants: Battle for Bikini Bottom
225,Heavy Iron Studios,SpongeBob SquarePants: Battle for Bikini Bottom
226,Supermassive Games,Until Dawn
227,Sony Computer Entertainment,Until Dawn
228,THQ,Big Beach Sports
229,HB Studios,Big Beach Sports
230,EA Canada,SSX
231,EA Sports BIG,SSX
232,Ubisoft Montreal,Shaun White Snowboarding: Road Trip
233,Ubisoft Entertainment,Shaun White Snowboarding: Road Trip
234,Midway,NBA Ballers
235,High Voltage Software,Saints Row IV
236,Deep Silver,Saints Row IV
237,Volition,Saints Row IV
238,EA Sports,NBA Live 2003
239,EA Canada,NBA Live 2003
240,EA Sports,NBA Live 2003
241,EA Canada,NBA Live 2003
242,Feral Interactive,LEGO Batman 2: DC Super Heroes
243,Traveller's Tales,LEGO Batman 2: DC Super Heroes
244,WB Games,LEGO Batman 2: DC Super Heroes
245,Bandai,Dragon Ball Z: Budokai Tenkaichi
246,Spike,Dragon Ball Z: Budokai Tenkaichi
247,"Atari, Inc.",Dragon Ball Z: Budokai Tenkaichi
248,Bandai Namco Entertainment,Dark Souls III
249,FromSoftware,Dark Souls III
250,HAL Laboratory,Kirby's Return to Dreamland
251,Nintendo,Kirby's Return to Dreamland
252,Hudson Soft,Mario Party 6
253,Nintendo,Mario Party 6
254,LucasArts,Star Wars The Clone Wars: Lightsaber Duels
255,Krome Studios,Star Wars The Clone Wars: Lightsaber Duels
256,TransGaming Inc.,Need for Speed Carbon
257,EA Black Box,Need for Speed Carbon
258,EA Canada,Need for Speed Carbon
259,Electronic Arts,Need for Speed Carbon
260,Sony Computer Entertainment Europe,Heavenly Sword
261,Ninja Theory,Heavenly Sword
262,Square Enix,Dragon Quest V: Tenkuu no Hanayome
263,ArtePiazza,Dragon Quest V: Tenkuu no Hanayome
264,Matrix Software,Dragon Quest V: Tenkuu no Hanayome
265,Square Enix Product Development Division 9,Dragon Quest V: Tenkuu no Hanayome
266,EA UK,MySims
267,Electronic Arts,MySims
268,EA Redwood Shores,MySims
269,Nintendo,Kirby & the Amazing Mirror
270,Dimps,Kirby & the Amazing Mirror
271,HAL Laboratory,Kirby & the Amazing Mirror
272,Flagship,Kirby & the Amazing Mirror
273,EA Montreal,Army of Two
274,Electronic Arts,Army of Two
275,Red Storm Entertainment,Tom Clancy's Rainbow Six
276,Saffire Corporation,Tom Clancy's Rainbow Six
277,Pipe Dream Interactive,Tom Clancy's Rainbow Six
278,Micronics,Ghosts 'n Goblins
279,Capcom,Ghosts 'n Goblins
280,Electronic Arts,Tiger Woods PGA Tour 2003
281,Headgate Studios,Tiger Woods PGA Tour 2003
282,EA Redwood Shores,Tiger Woods PGA Tour 2003
283,Aspyr Media,Tiger Woods PGA Tour 2003
284,Ubisoft Montreal,Prince of Persia: Warrior Within
285,Ubisoft Entertainment,Prince of Persia: Warrior Within
286,Ubisoft Montreal,Far Cry 4
287,Ubisoft Shanghai,Far Cry 4
288,Ubisoft Kyiv,Far Cry 4
289,Red Storm Entertainment,Far Cry 4
290,Ubisoft Toronto,Far Cry 4
291,Ubisoft Entertainment,Far Cry 4
292,Visual Concepts,ESPN NFL 2K5
293,Sega,ESPN NFL 2K5
294,Global Star Software,ESPN NFL 2K5
295,Quantic Dream,Beyond: Two Souls
296,Sony Computer Entertainment,Beyond: Two Souls
297,Gradiente,Pikmin
298,Nintendo,Pikmin
299,Nintendo EAD,Pikmin
300,Headgate Studios,Tiger Woods PGA Tour 2004
301,EA Sports,Tiger Woods PGA Tour 2004
302,Visual Concepts,NBA 2K15
303,2K Sports,NBA 2K15
304,Activision,Call of Duty: Black Ops
305,Square Enix,Call of Duty: Black Ops
306,Treyarch,Call of Duty: Black Ops
307,Aspyr Media,Call of Duty: Black Ops
308,Sony Computer Entertainment,Ape Escape
309,SCE Japan Studio,Ape Escape
310,EA Sports,NCAA Football 2005
311,EA Orlando,NCAA Football 2005
312,Rockstar Games,Max Payne 3
313,Rockstar Vancouver,Max Payne 3
314,Rockstar New England,Max Payne 3
315,Rockstar London,Max Payne 3
316,Rockstar Toronto,Max Payne 3
317,Take-Two Interactive,Max Payne 3
318,Microsoft Game Studios,Viva Pinata
319,Rare,Viva Pinata
320,Climax Group,Viva Pinata
321,Microsoft Game Studios,Kinectimals
322,Frontier Developments,Kinectimals
323,Nintendo,Kirby Air Ride
324,HAL Laboratory,Kirby Air Ride
325,WB Games,LEGO Marvel Super Heroes
326,Traveller's Tales,LEGO Marvel Super Heroes
327,Feral Interactive,LEGO Marvel Super Heroes
328,Bungie,Destiny
329,Activision,Destiny
330,ND Games,Destiny
331,Electronic Arts,Rock Band
332,MTV Games,Rock Band
333,Harmonix Music Systems,Rock Band
334,Pi Studios,Rock Band
335,Electronic Arts,Rock Band
336,MTV Games,Rock Band
337,Harmonix Music Systems,Rock Band
338,Pi Studios,Rock Band
339,Electronic Arts,Rock Band
340,MTV Games,Rock Band
341,Harmonix Music Systems,Rock Band
342,Pi Studios,Rock Band
343,Electronic Arts,Rock Band
344,MTV Games,Rock Band
345,Harmonix Music Systems,Rock Band
346,Pi Studios,Rock Band
347,ArtePiazza,Dragon Quest IV: Chapters of the Chosen
348,Square Enix,Dragon Quest IV: Chapters of the Chosen
349,Square Enix Product Development Division 9,Dragon Quest IV: Chapters of the Chosen
350,Electronic Arts,NFL Street 2
351,EA Sports BIG,NFL Street 2
352,EA Orlando,NFL Street 2
353,Nintendo R&D1,Baseball
354,Nintendo,Baseball
355,Konami,Yu-Gi-Oh! Duel Monsters
356,Nintendo,Super Mario Strikers
357,Next Level Games,Super Mario Strikers
358,Relentless Software,Buzz! The Music Quiz
359,Sony Computer Entertainment Europe,Buzz! The Music Quiz
360,Aspyr Media,Rage
361,id Software,Rage
362,Bethesda Softworks,Rage
363,Square Enix,Mario Hoops 3 on 3
364,Nintendo,Mario Hoops 3 on 3
365,THQ,SpongeBob's Atlantis SquarePantis
366,Altron,SpongeBob's Atlantis SquarePantis
367,Eidos Interactive,F-1 World Grand Prix
368,Tsukuda Original,F-1 World Grand Prix
369,Paradigm Entertainment,F-1 World Grand Prix
370,Video System,F-1 World Grand Prix
371,Nintendo,F-1 World Grand Prix
372,Lankhor,F-1 World Grand Prix
373,Gradiente,F-1 World Grand Prix
374,Avalanche Studios,Just Cause 2
375,Eidos Interactive,Just Cause 2
376,Konami,Silent Hill
377,Team Silent,Silent Hill
378,Sega,Sonic Heroes
379,Sonic Team,Sonic Heroes
380,Sonic Team USA,Sonic Heroes
381,Disney Interactive,Disney Infinity
382,Avalanche Software,Disney Infinity
383,Heavy Iron Studios,Disney Infinity
384,Namco Bandai Games,Disney Infinity
385,Visual Concepts,ESPN NBA 2K5
386,Sega,ESPN NBA 2K5
387,Global Star Software,ESPN NBA 2K5
388,Blizzard Entertainment,Diablo
389,Electronic Arts,Diablo
390,Square Electronic Arts,Diablo
391,Sourcenext,Diablo
392,Blizzard North,Diablo
393,Climax Group,Diablo
394,Ubisoft Montreal,Far Cry 2
395,Nintendo,The Legend of Zelda: Twilight Princess
396,Nintendo EAD Software Development Group No.3,The Legend of Zelda: Twilight Princess
397,Imagica DigitalScape,The Legend of Zelda: Twilight Princess
398,Konami,Pro Evolution Soccer 2008
399,Electronic Arts,NASCAR 2000
400,Stormfront Studios,NASCAR 2000
401,Genius Sonority,Pokemon Battle Revolution
402,Nintendo,Pokemon Battle Revolution
403,Square Enix,Kingdom Hearts 3D: Dream Drop Distance
404,Square Enix 1st Production Department,Kingdom Hearts 3D: Dream Drop Distance
405,Nintendo,Kingdom Hearts 3D: Dream Drop Distance
406,Konami,Dance Dance Revolution: Hottest Party 2
407,Project Soul,SoulCalibur IV
408,Bandai Namco Entertainment,SoulCalibur IV
409,Sonic Team,Sonic Generations
410,Sega,Sonic Generations
411,Devil's Details,Sonic Generations
412,Digital Eclipse,Spyro 2: Season of Flame
413,Universal Interactive Studios,Spyro 2: Season of Flame
414,NDCube,Mario Party 10
415,Nintendo SPD,Mario Party 10
416,Nintendo,Mario Party 10
417,Capcom Production Studio 1,Devil May Cry 4
418,Capcom,Devil May Cry 4
419,Microsoft Studios,Dead Rising 3
420,"Capcom Game Studio Vancouver, Inc.",Dead Rising 3
421,Capcom,Dead Rising 3
422,Konami,Pro Evolution Soccer 2010
423,EA Orlando,NCAA Football 2002
424,EA Sports,NCAA Football 2002
425,People Can Fly,Gears of War: Judgment
426,Microsoft Studios,Gears of War: Judgment
427,Epic Games,Gears of War: Judgment
428,Ubisoft Montreal,Watch Dogs
429,Ubisoft Entertainment,Watch Dogs
430,Vicarious Visions,Guitar Hero: On Tour Decades
431,Activision Publishing Minneapolis Inc.,Guitar Hero: On Tour Decades
432,EA Sports,FIFA 16
433,EA Canada,FIFA 16
434,EA Orlando,Madden NFL 15
435,EA Sports,Madden NFL 15
436,SCi Games,Conflict: Desert Storm
437,Pivotal Games,Conflict: Desert Storm
438,Hudson Soft,Mario Party 7
439,Nintendo,Mario Party 7
440,ArtePiazza,Dragon Quest V: Hand of the Heavenly Bride
441,Square Enix,Dragon Quest V: Hand of the Heavenly Bride
442,Square Enix Product Development Division 9,Dragon Quest V: Hand of the Heavenly Bride
443,Page 44 Studios,High School Musical 3: Senior Year
444,Disney Interactive Studios,High School Musical 3: Senior Year
445,Rockstar Games,Smuggler's Run
446,Take-Two Interactive,Smuggler's Run
447,Angel Studios,Smuggler's Run
448,EA Sports,Fight Night Round 3
449,EA Chicago,Fight Night Round 3
450,Electronic Arts,Need for Speed: Most Wanted
451,Criterion Games,Need for Speed: Most Wanted
452,2K Play,Carnival Games: Mini Golf
453,Cat Daddy Games,Carnival Games: Mini Golf
454,Nintendo,Donkey Kong Classics
455,Nintendo R&D2,Donkey Kong Classics
456,Disney Interactive Studios,Hannah Montana: Music Jam
457,Gorilla Systems Corporation,Hannah Montana: Music Jam
458,Sony Computer Entertainment,Twisted Metal
459,Eat Sleep Play Inc.,Twisted Metal
460,Sony Interactive Studios America,Twisted Metal
461,SingleTrac,Twisted Metal
462,Chunsoft,Pokemon Mystery Dungeon: Explorers of Sky
463,Nintendo,Pokemon Mystery Dungeon: Explorers of Sky
464,Kouyousha,Pokemon Mystery Dungeon: Explorers of Sky
465,Jupiter Corporation,Pokemon Pinball: Ruby & Sapphire
466,Nintendo,Pokemon Pinball: Ruby & Sapphire
467,EA Redwood Shores,MySims Kingdom
468,Electronic Arts,MySims Kingdom
469,Traveller's Tales,LEGO Pirates of the Caribbean: The Video Game
470,TransGaming Inc.,LEGO Pirates of the Caribbean: The Video Game
471,Disney Interactive Studios,LEGO Pirates of the Caribbean: The Video Game
472,Reflections Interactive,Stuntman
473,Infogrames,Stuntman
474,"Atari, Inc.",Stuntman
475,Ubisoft Shanghai,Tom Clancy's Rainbow Six 3
476,Feral Interactive,LEGO Harry Potter: Years 1-4
477,Traveller's Tales,LEGO Harry Potter: Years 1-4
478,WB Games,LEGO Harry Potter: Years 1-4
479,Eurocom Entertainment Software,007: The World is not Enough
480,EA,007: The World is not Enough
481,Gradiente,007: The World is not Enough
482,Vicarious Visions,Spider-Man 2: Enter: Electro
483,Activision,Spider-Man 2: Enter: Electro
484,Activision,Guitar Hero 5
485,Neversoft Entertainment,Guitar Hero 5
486,Vicarious Visions,Guitar Hero 5
487,Budcat Creations,Guitar Hero 5
488,Westwood Studios,Command & Conquer: Tiberian Sun
489,Electronic Arts,Command & Conquer: Tiberian Sun
490,MachineGames,Wolfenstein: The New Order
491,Bethesda Softworks,Wolfenstein: The New Order
492,2K Czech,Mafia II
493,Massive Bear Studios,Mafia II
494,2K Games,Mafia II
495,Take-Two Interactive,Mafia II
496,Activision,Moshi Monsters: Moshling Zoo
497,2K Games,BioShock 2
498,Take-Two Interactive,BioShock 2
499,D3 Publisher,BioShock 2
500,Arkane Studios,BioShock 2
501,Feral Interactive,BioShock 2
502,Darkside Game Studios,BioShock 2
503,2K Marin,BioShock 2
504,2K China,BioShock 2
505,2K Australia,BioShock 2
506,Digital Extremes,BioShock 2
507,LEVEL-5,Dark Cloud
508,Sony Computer Entertainment,Dark Cloud
509,Blizzard Entertainment,Warcraft III: The Frozen Throne
510,Sierra Entertainment,Warcraft III: The Frozen Throne
511,Capcom,Warcraft III: The Frozen Throne
512,"h.a.n.d., Inc.",Active Life: Outdoor Challenge
513,Namco Bandai Games,Active Life: Outdoor Challenge
514,GRIN,Tom Clancy's Ghost Recon Advanced Warfighter
515,Darkworks,Tom Clancy's Ghost Recon Advanced Warfighter
516,Ubisoft Shanghai,Tom Clancy's Ghost Recon Advanced Warfighter
517,Ubisoft Paris,Tom Clancy's Ghost Recon Advanced Warfighter
518,Ubisoft Entertainment,Tom Clancy's Ghost Recon Advanced Warfighter
519,Electronic Arts,MVP Baseball 2005
520,EA Canada,MVP Baseball 2005
521,Probe Entertainment,Die Hard Trilogy
522,Fox Interactive,Die Hard Trilogy
523,SCE Bend Studio,Uncharted: Golden Abyss
524,Sony Computer Entertainment,Uncharted: Golden Abyss
525,Namco Bandai Games,Go Vacation
526,Konami,Pro Evolution Soccer 2013
527,Arkane Studios,Dishonored
528,Bethesda Softworks,Dishonored
529,Nintendo,Mario Golf: Toadstool Tour
530,Camelot Software Planning,Mario Golf: Toadstool Tour
531,Treyarch,Call of Duty: Black Ops II
532,Activision,Call of Duty: Black Ops II
533,Square Enix,Call of Duty: Black Ops II
534,Capcom,Resident Evil: The Umbrella Chronicles
535,Cavia,Resident Evil: The Umbrella Chronicles
536,The Code Monkeys,The Simpsons Skateboarding
537,Electronic Arts,The Simpsons Skateboarding
538,Retro Studios,Donkey Kong Country: Tropical Freeze
539,Nintendo,Donkey Kong Country: Tropical Freeze
540,Stormfront Studios,NASCAR 99
541,Electronic Arts,NASCAR 99
542,Gradiente,NASCAR 99
543,EA Canada,Fight Night Round 4
544,EA Sports,Fight Night Round 4
545,Amusement Vision,Super Monkey Ball 2
546,Sega,Super Monkey Ball 2
547,Namco,Pac-Man World 2
548,Namco Hometek,Pac-Man World 2
549,Genius Sonority,Disney Fairies: Tinker Bell
550,Disney Interactive Studios,Disney Fairies: Tinker Bell
551,EA Redwood Shores,MySims Kingdom
552,Electronic Arts,MySims Kingdom
553,Electronic Arts,Dead Space 2
554,Visceral Games,Dead Space 2
555,Visceral Montreal,Dead Space 2
556,Visceral Melbourne,Dead Space 2
557,Activision,Call of Duty: Modern Warfare: Reflex Edition
558,Treyarch,Call of Duty: Modern Warfare: Reflex Edition
559,Activision UK,Call of Duty: Modern Warfare: Reflex Edition
560,Electronic Arts,Simpsons Wrestling
561,Activision,Simpsons Wrestling
562,Big Ape Productions,Simpsons Wrestling
563,Electronic Arts,NBA Live 98
564,Electronic Arts,The Simpsons Game
565,Rebellion Developments,The Simpsons Game
566,Gremlin Interactive,Monopoly
567,Hasbro Interactive,Monopoly
568,Electronic Arts,The Simpsons Game
569,Griptonite Games,The Simpsons Game
570,Sega,Football Manager 2012
571,Sports Interactive,Football Manager 2012
572,LEVEL-5,Ni no Kuni: Wrath of the White Witch
573,Bandai Namco Entertainment,Ni no Kuni: Wrath of the White Witch
574,Namco Bandai Games,Ni no Kuni: Wrath of the White Witch
575,Project Soul,SoulCalibur II
576,Namco,SoulCalibur II
577,Activision,Call of Duty 3
578,Treyarch,Call of Duty 3
579,Exact Entertainment,Call of Duty 3
580,Midway Games,NFL Blitz
581,THQ,Red Faction II
582,Cranky Pants Games,Red Faction II
583,Outrage Games,Red Faction II
584,Focus Multimedia,Red Faction II
585,Volition,Red Faction II
586,EA Orlando,Madden NFL 2001
587,EA Sports,Madden NFL 2001
588,THQ,WWF No Mercy
589,Asmik Ace Entertainment,WWF No Mercy
590,AKI Corporation,WWF No Mercy
591,Nintendo,Ice Climber
592,Nintendo R&D1,Ice Climber
593,LucasArts,Star Wars: The Force Unleashed II
594,Aspyr Media,Star Wars: The Force Unleashed II
595,Red Fly Studio,Star Wars: The Force Unleashed II
596,MTV Games,Rock Band 2
597,Harmonix Music Systems,Rock Band 2
598,Pi Studios,Rock Band 2
599,The Game Designers Studio,Final Fantasy: Crystal Chronicles
600,Nintendo,Final Fantasy: Crystal Chronicles
601,Electronic Arts,Medal of Honor: Frontline
602,EA Los Angeles,Medal of Honor: Frontline
603,EA,Madden NFL 09
604,Blue Castle Games,Dead Rising 2
605,Capcom,Dead Rising 2
606,Mercenary Technology,Dead Rising 2
607,Rare,Banjo-Tooie
608,Nintendo,Banjo-Tooie
609,Gradiente,Banjo-Tooie
610,Relentless Software,Buzz! The BIG Quiz
611,Sony Computer Entertainment Europe,Buzz! The BIG Quiz
612,2K Czech,Mafia II
613,Massive Bear Studios,Mafia II
614,2K Games,Mafia II
615,Take-Two Interactive,Mafia II
616,Warner Bros. Interactive Entertainment,Batman: Arkham Knight
617,Rocksteady Studios,Batman: Arkham Knight
618,Iron Galaxy Studios,Batman: Arkham Knight
619,id Software,Doom (2016)
620,Bethesda Softworks,Doom (2016)
621,BattleCry Studios,Doom (2016)
622,Escalation Studios,Doom (2016)
623,Certain Affinity,Doom (2016)
624,Tango Gameworks,Doom (2016)
625,ZeniMax Germany,Doom (2016)
626,MachineGames,Doom (2016)
627,Square Enix,Dirge of Cerberus: Final Fantasy VII
628,Square Enix Product Development Division 1,Dirge of Cerberus: Final Fantasy VII
629,Monolith Soft,Dirge of Cerberus: Final Fantasy VII
630,AKI Corporation,WWF WrestleMania 2000
631,Asmik Ace Entertainment,WWF WrestleMania 2000
632,THQ,WWF WrestleMania 2000
633,Nintendo,Nintendo World Cup
634,Technos Japan,Nintendo World Cup
635,Playtronic,Nintendo World Cup
636,Backbone Entertainment,Sonic Rivals 2
637,Sega Studio USA,Sonic Rivals 2
638,Sega,Sonic Rivals 2
639,THQ,Bratz: Forever Diamondz
640,Insomniac Games,Resistance 3
641,Sony Computer Entertainment,Resistance 3
642,Play THQ,Drawn To Life: SpongeBob SquarePants Edition
643,Altron,Drawn To Life: SpongeBob SquarePants Edition
644,Disney Interactive,Disney Sing It: Pop Hits
645,Zoe Mode,Disney Sing It: Pop Hits
646,Treyarch,007: Quantum of Solace
647,Beenox,007: Quantum of Solace
648,Activision,007: Quantum of Solace
